
State: AL
   Lat     Lon  COOP# StnID State City/Station Name               County                     Elev      Feb 1      Feb 2      Feb 3      Feb 4      Feb 5      Feb 6      Feb 7      Feb 8      Feb 9      Feb10      Feb11      Feb12      Feb13      Feb14      Feb15      Feb16      Feb17      Feb18      Feb19      Feb20      Feb21      Feb22      Feb23      Feb24      Feb25      Feb26      Feb27      Feb28
 46.45  -97.68 325220 LISN8    ND LISBON                          RANSOM                      1104      1.000      0.000      0.000      0.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000
 46.07  -97.15 325186 LGRN8    ND LIDGERWOOD                      RICHLAND                    1125      1.500      0.000      0.000      0.000      0.000      0.500      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      4.500      0.500      0.000      0.000      0.000      0.000      0.500      0.000
 46.03  -97.60 323117 FRMN8    ND FORMAN 5 SSE                    SARGENT                     1250  -9999.000  -9999.000  -9999.000  -9999.000      0.500      2.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.000  -9999.000  -9999.000      1.000  -9999.000  -9999.000      1.000  -9999.000
 46.89 -102.81 322188          ND DICKINSON EXP STN               STARK                       2460      0.300  -9999.000  -9999.000  -9999.000  -9999.000      0.500  -9999.000  -9999.000  -9999.000  -9999.000      0.300  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      6.500      0.100  -9999.000      0.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000
 47.00 -102.48 328660          ND TAYLOR 7 NNW                    STARK                       2220      0.500  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000      0.000      2.300      1.500  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 46.88  -98.68 324418 JTWN8    ND JAMESTOWN STATE HOSP            STUTSMAN                    1467  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.500  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 46.70  -98.58 326105 MONN8    ND MONTPELIER                      STUTSMAN                    1405  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      2.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 46.72  -99.45 328415 SREN8    ND STREETER 5 NW                   STUTSMAN                    1961      1.500      0.000      0.000      0.000  -9999.000  -9999.000      1.500      0.000      0.000      0.000      0.500      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.500      0.000      0.000      0.000      0.000      0.500      0.000
 49.00  -99.35 323963 HNSN8    ND HANSBORO 4 NNE                  TOWNER                      1540      0.000  -9999.000      0.000  -9999.000      1.000      0.000      1.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.500  -9999.000      0.000  -9999.000      0.500  -9999.000  -9999.000  -9999.000  -9999.000
 47.50  -97.35 325660          ND MAYVILLE                        TRAILL                       946      0.400  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.200      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 48.46 -101.57 323217          ND FOXHOLM 7 N                     WARD                        1675  -9999.000      0.000      0.000  -9999.000      0.000      2.000      0.000      0.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000  -9999.000
 48.18 -101.30 325993 MNON8    ND MINOT EXP STN                   WARD                        1769      0.400  -9999.000  -9999.000  -9999.000  -9999.000      2.600      0.200  -9999.000  -9999.000  -9999.000      0.500  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.700  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 48.14 -103.74 329430 WEFN8    ND WILLISTON EXP FARM              WILLIAMS                    2105      1.000      0.000      0.000      0.000      0.500  -9999.000      0.000      0.000      0.000      0.700  -9999.000      0.000      0.000      0.000      0.000      0.000      2.000      0.000      0.000  -9999.000      0.000      0.000      1.000      0.000  -9999.000  -9999.000      0.500      0.000
 48.17 -103.64 329425 ISN      ND WILLISTON SLOULIN FLD           WILLIAMS                    1902      0.000      0.000      0.000      0.000      0.600      0.800      0.000      0.000      0.000      0.200      0.100      0.000      0.000      0.000      0.000      0.000      2.900      0.000  -9999.000      0.000      0.000      0.000      0.400      0.000      0.200      0.600      0.000      0.000

State: NE
   Lat     Lon  COOP# StnID State City/Station Name               County                     Elev      Feb 1      Feb 2      Feb 3      Feb 4      Feb 5      Feb 6      Feb 7      Feb 8      Feb 9      Feb10      Feb11      Feb12      Feb13      Feb14      Feb15      Feb16      Feb17      Feb18      Feb19      Feb20      Feb21      Feb22      Feb23      Feb24      Feb25      Feb26      Feb27      Feb28
 40.65  -98.38 253660 GID      NE HASTINGS 4N                     ADAMS                       1940      0.900      0.000      0.000      0.000      0.000      0.000      0.200      0.600      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      2.800      0.500  -9999.000      0.000      0.000
 41.99  -98.07 252595 ELGN1    NE ELGIN                           ANTELOPE                    1935      2.500      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.800      0.000      0.000
 42.07  -97.97 256135 OKDN1    NE OAKDALE                         ANTELOPE                    1710      0.700  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.300  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.500      0.700      0.500  -9999.000
 41.57 -101.69 250365 ARHN1    NE ARTHUR                          ARTHUR                      3500      0.000      0.000      0.000      0.000      0.000      0.000      0.000      3.500      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      2.000  -9999.000      0.000      0.000
 41.56 -103.37 251149          NE BRIDGEPORT 18WSW                BANNER                      4149      0.800  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      3.600      0.800  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000  -9999.000  -9999.000  -9999.000      0.800  -9999.000      0.000  -9999.000
 41.63 -103.95 253605 HSBN1    NE HARRISBURG 12WNW                BANNER                      4550  -9999.000      0.000      0.000  -9999.000      0.300      0.000      0.200      2.000      0.900      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000      0.000      0.000      1.000      0.200      0.000      0.000  -9999.000      2.000      0.000      0.000      0.000
 42.06 -100.25 256970          NE PURDUM                          BLAINE                      2690      0.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      1.500  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000      0.000      0.000
 42.11 -102.90 250130          NE ALLIANCE 1WNW                   BOX BUTTE                   3994      0.100      0.000      0.000      0.000  -9999.000      0.000      2.100      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.400  -9999.000      0.000      0.000
 42.32 -103.07 253755 HEMN1    NE HEMINGFORD                      BOX BUTTE                   4270      0.000      0.000      0.000      0.000      0.000      1.000      3.000      2.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.000      1.000      0.000      0.000      0.000      1.000      0.000      0.000      0.000
 42.91  -98.85 251365 BUTN1    NE BUTTE                           BOYD                        1811      1.900      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.900      0.000      0.000      0.000      0.000      2.900      2.600      0.600      0.000
 42.94  -98.55 253478          NE GROSS 1E                        BOYD                        1750  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.000  -9999.000  -9999.000  -9999.000      2.000  -9999.000  -9999.000  -9999.000
 42.81  -98.66 258040          NE SPENCER 5 SSE                   BOYD                        1530      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      1.000      0.000      0.000  -9999.000      0.000      1.000      3.000      0.000      0.000      0.000
 42.55  -99.86 250050 ASWN1    NE AINSWORTH                       BROWN                       2510      0.500      0.000      0.000      0.000      0.000      1.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      5.000      0.000      0.000      0.000      0.000      1.500      1.500      0.000      0.000
 40.73  -99.01 254335 KRNN1    NE KEARNEY 4 NE                    BUFFALO                     2130      0.000      1.000      0.000      0.000      0.000      0.000      0.000      1.500      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.200      1.000      0.000      0.000
 40.93  -99.39 255525          NE MILLER                          BUFFALO                     2310      2.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000      1.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000      0.300      1.000      0.000  -9999.000
 41.94  -96.48 255050          NE LYONS                           BURT                        1280      2.000      1.500      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      2.000      0.000      0.000
 41.79  -96.23 258480 TEKN1    NE TEKAMAH                         BURT                        1110      2.000  -9999.000      0.000      0.000      0.000      0.800      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.100      0.000      0.000
 41.25  -97.13 252205 DVDN1    NE DAVID CITY                      BUTLER                      1610      3.500      1.500  -9999.000  -9999.000  -9999.000  -9999.000      0.500  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      1.000      0.000  -9999.000
 41.03  -95.88 256795 PLTN1    NE PLATTSMOUTH 1E                  CASS                        1005      2.000      2.700  -9999.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000      2.600  -9999.000  -9999.000  -9999.000
 40.52 -101.65 254110 IMPN1    NE IMPERIAL                        CHASE                       3280      0.400      0.000      0.000      0.000      0.000      0.000      0.000      3.500      1.300      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.700      2.000      0.000      0.000
 40.41 -101.36 259020 WAUN1    NE WAUNETA                         CHASE                       2941  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      4.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 42.95 -100.94 254432 KIGN1    NE KILGORE 1NE                     CHERRY                      3040  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.100      0.100      0.600      0.000      0.000  -9999.000      0.000      0.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000      0.600      1.000  -9999.000  -9999.000  -9999.000      2.100      0.400  -9999.000  -9999.000
 42.88 -100.55 258760 VTN      NE VALENTINE MILLER AP             CHERRY                      2590      0.000      0.000      0.000      0.000      0.000      0.500      1.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      2.200      0.000      0.000      0.000      1.200      0.600      1.000      0.000      0.000
 42.57 -100.69 258755          NE VALENTINE NWR                   CHERRY                      2930  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      1.600      0.100      0.000  -9999.000  -9999.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000
 41.41 -102.97 252145 DTNN1    NE DALTON                          CHEYENNE                    4278      2.000      0.000      0.000      0.000      0.000      2.000      0.000      8.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      2.000      1.000      0.000      0.000
 41.27 -102.66 254903 LGPN1    NE LODGEPOLE 8N                    CHEYENNE                    3886      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000      5.200      0.500      0.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      2.800  -9999.000      0.000      0.000
 41.15 -102.64 254906          NE LODGEPOLE NO 2                  CHEYENNE                    3876      1.000      0.000      0.000      0.000      0.000      1.000      0.000      4.000      1.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      2.000      1.000      0.000      0.000
 41.23 -103.02 257830          NE SIDNEY 6 NNW                    CHEYENNE                    4320      1.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.000      2.000      0.500  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 40.50  -97.94 251680 CLYN1    NE CLAY CTR 6 ESE                  CLAY                        1734      2.500      0.500  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.400      0.200  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      7.500      0.300  -9999.000  -9999.000
 41.72  -97.00 254035 HOWN1    NE HOWELLS                         COLFAX                      1520  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000
 41.46  -97.05 257640 SCHN1    NE SCHUYLER                        COLFAX                      1350  -9999.000      0.500      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      1.000      0.000      0.000
 41.84  -96.71 259200 WPTN1    NE WEST POINT                      CUMING                      1310      4.000      0.400      0.000      0.000      0.000      0.200      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      2.600      0.000      0.000
 41.60  -99.83 250245 ANSN1    NE ANSELMO 2 SE                    CUSTER                      2605  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 41.22  -99.30 255250 MASN1    NE MASON CITY                      CUSTER                      2260  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      2.500      1.400  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 42.81 -103.05 251575 CHDN1    NE CHADRON 3SW                     DAWES                       3383      0.500      0.300      0.000  -9999.000      0.000      1.500      0.600      2.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.400      0.400      0.000      0.000  -9999.000      1.700      1.800      0.000  -9999.000
 42.67 -103.46 253015          NE FT ROBINSON                     DAWES                       3812  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000
 40.86  -99.98 251942          NE COZAD 2S                        DAWSON                      2473      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      5.300  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.500  -9999.000  -9999.000
 41.05 -102.15 250865 BGSN1    NE BIG SPRINGS                     DEUEL                       3678      0.000      0.500      0.000  -9999.000      0.000      0.000      0.000      3.500  -9999.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      3.200  -9999.000  -9999.000      0.000
 41.09 -102.47 251602          NE CHAPPELL                        DEUEL                       3710  -9999.000      2.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 42.27  -96.86 258915 WAKN1    NE WAKEFIELD                       DIXON                       1390      3.000      0.500      0.000      0.000      0.000      0.400      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.500      2.100      0.000      0.000
 41.43  -96.47 253050 FMTN1    NE FREMONT                         DODGE                       1180      1.000      1.500  -9999.000      0.000      0.000      0.100      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      1.000      0.000      0.000
 41.35  -96.21 250781 BNTN1    NE BENNINGTON 3WSW                 DOUGLAS                     1245      2.300      2.500      0.000      0.000      0.000      0.200      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000      0.000      1.400      0.000      0.000
 41.31  -95.90 256255 OMA      NE OMAHA EPPLEY AIRFIELD           DOUGLAS                      982      6.200      0.000      0.000      0.000      0.000      0.300      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.800      0.100      0.000      0.000
 40.05 -101.54 250760 BNKN1    NE BENKELMAN                       DUNDY                       3025      1.000      0.000      0.000      0.000      0.000      0.000      0.000      3.200      2.200      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.200      0.000      0.000
 40.01 -101.94 253515 HAIN1    NE HAIGLER                         DUNDY                       3275      0.900      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000
 40.30 -101.38 255269 MAXN1    NE MAX 13N                         DUNDY                       3266  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 40.32 -101.67 256552 PARN1    NE PARKS 17N                       DUNDY                       3320  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.000      1.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 40.64  -97.59 252840 FRMN1    NE FAIRMONT                        FILLMORE                    1640      1.000      0.500      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      3.000      1.000      0.000      0.000
 40.53  -97.60 253175          NE GENEVA                          FILLMORE                    1630      2.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      5.000      0.000      0.000      0.000      0.000
 40.36  -97.73 257798          NE SHICKLEY 4S                     FILLMORE                    1645      2.000      0.500      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      4.000      1.000      0.000      0.000
 40.10  -98.95 253037 FKNN1    NE FRANKLIN #2                     FRANKLIN                    2010      2.100      0.000      0.000      0.000      0.000      0.000      0.000      1.700      1.100      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      9.000  -9999.000      0.000      0.000
 40.08  -99.14 255780          NE NAPONEE                         FRANKLIN                    1883      1.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      3.000      3.700      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      5.900  -9999.000      0.000      0.000
 40.67 -100.49 252100 CTSN1    NE CURTIS 3NNE                     FRONTIER                    2721  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      3.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000      1.000  -9999.000      0.500      0.000
 40.69 -100.05 252790 EUSN1    NE EUSTIS 2 NW                     FRONTIER                    2690      0.900      0.100  -9999.000  -9999.000      0.000      0.000  -9999.000      1.500      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000  -9999.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.100      0.400      0.000      0.000
 40.38 -100.22 255388 CABN1    NE MEDICINE CREEK DAM              FRONTIER                    2387      1.300      0.000      0.000      0.000      0.000      0.000      0.000      3.000      1.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000      1.000      0.200      0.000      0.000
 40.36 -100.66 257110 MCCN1    NE RED WILLOW DAM                  FRONTIER                    2561      0.100  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      2.000      1.000      0.000      0.000  -9999.000  -9999.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000
 40.52 -100.38 258215 STKN1    NE STOCKVILLE                      FRONTIER                    2450  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 40.28 -100.14 251415          NE CAMBRIDGE                       FURNAS                      2239      0.600  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.500  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000      0.600      0.300  -9999.000  -9999.000
 40.28  -99.78 252560          NE EDISON                          FURNAS                      2120      0.600      0.000      0.000      0.000      0.000      0.000      0.000      4.000      2.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.000      0.000      0.000      0.000
 40.32  -99.65 256454 OXFN1    NE OXFORD 6NNW                     FURNAS                      2275  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      1.500      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      2.100      0.500      0.000      0.000
 40.11 -100.10 259325          NE WILSONVILLE                     FURNAS                      2300      1.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.000      2.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.000      0.500  -9999.000  -9999.000
 40.30  -96.75 250622 BRCN1    NE BEATRICE 1N                     GAGE                        1297      2.000      2.400      0.000      0.000  -9999.000  -9999.000      0.000      0.000      1.000      0.000      0.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      5.200      0.000      0.000      0.000
 40.19  -96.48 258878          NE VIRGINIA 4SSE                   GAGE                        1435      2.400      3.800      0.000  -9999.000      0.000      0.000      0.000      0.000      0.700      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      4.600      0.000      0.000      0.000
 41.80  -98.78 252770 ECSN1    NE ERICSON 6 WNW                   GARFIELD                    2106      1.000      0.000      0.000  -9999.000  -9999.000  -9999.000      0.000      0.500      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000
