
State: AL
   Lat     Lon  COOP# StnID State City/Station Name               County                     Elev      Feb 1      Feb 2      Feb 3      Feb 4      Feb 5      Feb 6      Feb 7      Feb 8      Feb 9      Feb10      Feb11      Feb12      Feb13      Feb14      Feb15      Feb16      Feb17      Feb18      Feb19      Feb20      Feb21      Feb22      Feb23      Feb24      Feb25      Feb26      Feb27      Feb28
 37.85  -83.68 157441 SLAK2    KY SLADE 5NE                       POWELL                       707      0.000      0.000  -9999.000  -9999.000      0.000      0.000      0.000      0.500  -9999.000      1.500  -9999.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000
 37.86  -83.90 157652          KY STANTON 2W                      POWELL                       720      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.400      0.000      1.700      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 37.12  -84.62 157510          KY SOMERSET 2 N                    PULASKI                     1050  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.500      0.000      1.500      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 37.35  -84.33 155648          KY MT VERNON                       ROCKCASTLE                  1160      0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.000  -9999.000      1.500      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 38.12  -83.55 152791          KY FARMERS 2 S                     ROWAN                        680      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.500      0.000      1.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 38.19  -83.47 155559          KY MOREHEAD STATE POLICE           ROWAN                        760      0.000      0.000      0.000  -9999.000  -9999.000      0.000      0.000      1.500      0.000      1.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000      0.000      0.000
 37.01  -85.06 154208          KY JAMESTOWN WWTP                  RUSSELL                      890  -9999.000  -9999.000      0.000      0.000      0.000  -9999.000  -9999.000      0.000      0.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 36.69  -86.51 153036          KY FRANKLIN                        SIMPSON                      680  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      2.900  -9999.000      2.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 36.86  -87.84 151210          KY CADIZ                           TRIGG                        440  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 36.81  -87.88 151208          KY CADIZ 4SW                       TRIGG                        573  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      6.200  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 37.00  -86.43 150904          KY BOWLING GREEN                   WARREN                       493      0.000      0.000      0.000      0.000      0.000      0.000      0.000      2.000      0.000      3.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 36.96  -86.42 150909          KY BOWLING GREEN RGNL AP           WARREN                       528      0.000      0.000      0.000      0.000      0.000      0.000      2.100      0.000      3.800      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 36.87  -84.83 155524 MTCK2    KY MONTICELLO 3 NE                 WAYNE                        979      0.000      0.000      0.000      0.000      0.000      0.000      0.000      2.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 37.40  -87.76 156595          KY PROVIDENCE                      WEBSTER                      409      0.000      0.000      0.000      0.000      0.000      0.200      0.000      4.000      0.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000
 37.74  -83.64 156890          KY ROGERS                          WOLFE                       1270      0.000      0.000      0.000      0.000      0.000      0.100      0.000      1.600      0.200      2.200      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000

State: LA
   Lat     Lon  COOP# StnID State City/Station Name               County                     Elev      Feb 1      Feb 2      Feb 3      Feb 4      Feb 5      Feb 6      Feb 7      Feb 8      Feb 9      Feb10      Feb11      Feb12      Feb13      Feb14      Feb15      Feb16      Feb17      Feb18      Feb19      Feb20      Feb21      Feb22      Feb23      Feb24      Feb25      Feb26      Feb27      Feb28
 32.55  -92.92 160277          LA ARCADIA                         BIENVILLE                    400      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 32.36  -93.14 168094          LA SAILES FIRE TWR                 BIENVILLE                    360      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 32.70  -93.66 160718          LA BENTON 5E                       BOSSIER                      200      0.000      0.000      0.000      1.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 32.91  -93.80 167344          LA PLAIN DEALING 4 W               BOSSIER                      290  -9999.000  -9999.000  -9999.000      1.500      0.200  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 32.42  -93.64 167738 BSSL1    LA RED RIVER RSCH STN              BOSSIER                      155      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000
 32.35  -93.86 164816 KVLL1    LA KEITHVILLE                      CADDO                        200      0.000  -9999.000      0.000      0.500      1.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 32.71  -93.96 166364          LA MOORINGSPORT 1 N                CADDO                        200      0.000      0.000      0.000      1.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000
 32.45  -93.82 168440 SHV      LA SHREVEPORT AP                   CADDO                        254  -9999.000      0.000      0.000      4.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000
 32.52  -93.74 168436          LA SHREVEPORT DWTN                 CADDO                        180      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 32.39  -93.78 168444          LA SHREVEPORT STHRN HILLS          CADDO                        200      0.000      0.000      0.000      0.500      2.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 32.45  -93.84 168448          LA SHREVEPORT WFO                  CADDO                        274  -9999.000  -9999.000  -9999.000      4.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000
 30.12  -93.23 165078          LA LAKE CHARLES AP                 CALCASIEU                      9  -9999.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 32.17  -92.11 161979          LA COLUMBIA LOCK                   CALDWELL                      80      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 31.48  -91.86 164739          LA JONESVILLE LOCKS                CATAHOULA                     70      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000      0.000      0.000
 31.25  -91.96 167729          LA RED RIVER LOCK #1               CATAHOULA                     70      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000
 31.72  -91.54 161866          LA CLAYTON                         CONCORDIA                     73  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000
 31.57  -91.43 169357          LA VIDALIA #2                      CONCORDIA                     60  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 31.97  -94.00 165522          LA LOGANSPORT                      DE SOTO                      190  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 30.54  -91.15 160549          LA BATON ROUGE METRO AP            EAST BATON ROUGE              64  -9999.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 32.81  -91.17 165090          LA LAKE PROVIDENCE                 EAST CARROLL                 100      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.300  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000
 29.99  -90.25 166660          LA NEW ORLEANS AP                  JEFFERSON                      4  -9999.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 30.22  -92.07 165021          LA LAFAYETTE                       LAFAYETTE                     25  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000  -9999.000
 30.20  -91.99 165026          LA LAFAYETTE FCWOS                 LAFAYETTE                     38  -9999.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 32.50  -92.65 168067          LA RUSTON LA TECH                  LINCOLN                      280  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000  -9999.000
 30.48  -90.96 162350          LA DENHAM SPRINGS                  LIVINGSTON                    35  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 32.40  -91.18 168923          LA TALLULAH                        MADISON                       85      0.000      0.000      0.000  -9999.000      1.000  -9999.000  -9999.000  -9999.000  -9999.000      4.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000  -9999.000
 32.35  -91.03 168926          LA TALLULAH VICKSBURG RGN          MADISON                       86      0.000      0.000      0.000  -9999.000      0.000      0.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000
 32.77  -92.01 160537          LA BASTROP                         MOREHOUSE                    150      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.100  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000
 32.62  -91.78 166868          LA OAK RIDGE                       MOREHOUSE                     82      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000
 32.16  -93.13 160349          LA ASHLAND                         NATCHITOCHES                 240      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 31.44  -92.88 163741          LA GORUM FIRE TWR                  NATCHITOCHES                 307      0.000      0.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 31.81  -93.09 166584          LA NATCHITOCHES #2                 NATCHITOCHES                 141      0.000      0.000      0.000      0.300      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 32.51  -92.35 161411          LA CALHOUN RSCH STN                OUACHITA                     180  -9999.000  -9999.000  -9999.000      0.100  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 32.52  -92.04 166303          LA MONROE RGNL AP                  OUACHITA                      79  -9999.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000      0.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 31.32  -92.46 160098          LA ALEXANDRIA                      RAPIDES                       87      0.000  -9999.000  -9999.000      0.000      0.000      0.000  -9999.000  -9999.000      0.000      0.000  -9999.000  -9999.000  -9999.000      0.000      0.000  -9999.000  -9999.000      0.000      0.000      0.000  -9999.000  -9999.000      0.000      0.000  -9999.000  -9999.000  -9999.000      0.000
 31.25  -92.45 160103          LA ALEXANDRIA 5 SSE                RAPIDES                       85  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000  -9999.000
 31.39  -92.72 161232          LA BOYCE 3 WNW                     RAPIDES                      110  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000  -9999.000  -9999.000  -9999.000      0.000
 31.30  -92.73 161235          LA BOYCE 7 SW                      RAPIDES                      130  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 32.49  -91.75 167691          LA RAYVILLE                        RICHLAND                      89  -9999.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000
 31.37  -93.39 164288 HDGL1    LA HODGES GARDENS                  SABINE                       420  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 31.51  -93.62 165896          LA MANY 9 WSW                      SABINE                       286  -9999.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000  -9999.000
 31.20  -93.57 169074          LA TOLEDO BEND LAKE                SABINE                       181  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000      0.000  -9999.000      0.000      0.000      0.000      0.000  -9999.000      0.000  -9999.000
 30.47  -90.04 160016          LA ABITA SPRINGS 1 SW              ST. TAMMANY                   25  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 30.34  -89.82 168543          LA SLIDELL AP                      ST. TAMMANY                   27  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 30.41  -90.38 167425          LA PONCHATOULA 4 SE                TANGIPAHOA                    18  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 31.95  -91.23 168163          LA ST JOSEPH 3 N                   TENSAS                        78  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 32.78  -92.41 163079 FMVL1    LA FARMERVILLE                     UNION                        180      0.000      0.000      0.000      0.000      1.000      0.000      0.000      0.000  -9999.000      1.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 29.79  -92.21 165296          LA LELAND BOWMAN LOCK              VERMILION                     40      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000
 31.14  -93.24 165266          LA LEESVILLE                       VERNON                        28  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 32.61  -93.29 166244          LA MINDEN                          WEBSTER                      185      0.000      0.000      0.000      0.400      0.300      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
 32.86  -91.38 166866          LA OAK GROVE                       WEST CARROLL                 129      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.800  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000
 32.75  -91.53 167312          LA PIONEER 6 W                     WEST CARROLL                  88      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.200  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000  -9999.000

State: MA
   Lat     Lon  COOP# StnID State City/Station Name               County                     Elev      Feb 1      Feb 2      Feb 3      Feb 4      Feb 5      Feb 6      Feb 7      Feb 8      Feb 9      Feb10      Feb11      Feb12      Feb13      Feb14      Feb15      Feb16      Feb17      Feb18      Feb19      Feb20      Feb21      Feb22      Feb23      Feb24      Feb25      Feb26      Feb27      Feb28
 41.66  -69.96 191386          MA CHATHAM                         BARNSTABLE                    50      0.000      0.900      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.700      1.000      0.000
 41.71  -70.47 192372          MA EAST SANDWICH                   BARNSTABLE                   150      0.000      2.600  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.500      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.100      0.000      0.000      0.000      0.800      1.000      0.600
 42.47  -73.15 191821 DLTM3    MA DALTON                          BERKSHIRE                   1212      1.000      7.400      1.400      0.000      0.000      0.300      0.000      3.500      0.200      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.800      0.000      0.000      0.000      4.600      1.000      4.600      0.000
 42.18  -73.22 199371 WOTM3    MA WEST OTIS                       BERKSHIRE                   1295      0.200      6.600  -9999.000      0.000  -9999.000      0.500      0.000      5.200      1.600      0.000  -9999.000      0.000      0.400      0.000      0.000      0.000      0.000      0.000      0.300      0.000      3.100      0.000      0.000      0.000      1.600      1.100      2.100      0.000
 41.99  -71.17 195984          MA NORTON WEST                     BRISTOL                       95      0.000      7.100      0.100      0.000      0.000      0.000      0.000      0.800      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      0.600      0.600      0.000      0.000      0.000      1.000      2.200      0.000
 42.75  -71.04 193276          MA GROVELAND                       ESSEX                         33  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      3.000      0.000      5.800      0.000
 42.70  -71.17 194105          MA LAWRENCE                        ESSEX                         50  -9999.000     10.000  -9999.000  -9999.000      0.000      0.000      0.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.500  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000
 42.86  -70.90 195285 NEWM3    MA NEWBURYPORT 4 NNW               ESSEX                         85  -9999.000      8.500      7.500  -9999.000  -9999.000      0.000  -9999.000      1.500      0.000  -9999.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      1.000      0.500  -9999.000  -9999.000      0.000      3.000      4.000      3.000
 42.57  -72.60 193229 GRFM3    MA GREENFIELD NO 3                 FRANKLIN                     130      0.400      8.300      4.000      0.000      0.000      0.400      0.000      2.600      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.100      0.000      0.400      0.000      0.000      0.000      2.600      1.500      2.400      0.600
 42.45  -72.53 194154          MA LEVERETT NO 2                   FRANKLIN                     315      0.000      9.500      2.000      0.000  -9999.000  -9999.000  -9999.000      3.000      0.000      0.000      0.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000      0.000      0.000      0.000      1.000      0.000  -9999.000  -9999.000      3.000      0.000      3.500  -9999.000
