lat,lng,COOP#,tnID,State,ity/Station Name,County,Elev,04_01,04_02,04_03,04_04,04_05,04_06,04_07,04_08,04_09,04_10,04_11,04_12,04_13,04_14,04_15,04_16,04_17,04_18,04_19,04_20,04_21,04_22,04_23,04_24,04_25,04_26,04_27,04_28,04_29,04_30,04_31,TotalSnow
40.35,-121.61,045679,,CA,MINERAL,TEHAMA,4875,-1,0.000,0.000,-1,-1,0.000,0.000,4.000,0.000,0.000,0.000,-1,-1,0.000,0.000,-1,-1,-1,0.000,-1,0.000,0.000,-1,-1,0.000,0.000,0.000,-1,-1,-1,0,4.0
36.74,-118.96,043551,,CA,GRANT GROVE,TULARE,6600,1.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.100,1.500,-1,0.000,-1,0.000,-1,-1,0.000,0.000,0.000,0.000,0.000,-1,0.000,0,3.1
36.60,-118.73,045026,LDGC,CA,LODGEPOLE,TULARE,6735,2.000,-1,0.000,0.000,-1,0.000,0.000,1.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,5.5
39.94,-104.84,050950,BRIC,CO,BRIGHTON 3 SE,ADAMS,5016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.400,0.000,0.000,0.000,0.000,-1,7.800,0.000,0.200,0.000,0.000,0.000,0.000,2.300,0.000,0.000,0.000,0.000,-1,-1,0.000,0,11.2
39.74,-104.13,051179,BYRC,CO,BYERS 5 ENE,ADAMS,5100,-1,0.000,0.000,-1,-1,-1,-1,-1,-1,2.000,-1,-1,-1,-1,-1,-1,-1,4.000,-1,-1,-1,-1,5.000,-1,-1,-1,-1,-1,-1,-1,0,11.0
39.90,-105.01,055984,NRTC,CO,NORTHGLENN,ADAMS,5407,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.700,0.000,0.000,0.000,0.000,0.000,10.000,0.000,1.800,0.000,0.000,0.000,0.000,3.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,17.6
37.44,-105.86,050128,,CO,ALAMOSA 2S,ALAMOSA,7533,-1,-1,0.000,-1,-1,-1,-1,-1,-1,1.500,0.000,-1,-1,-1,0.000,-1,-1,0.700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2.2
37.44,-105.86,050130,ALS,CO,ALAMOSA-BERGMAN FIELD,ALAMOSA,7533,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2.2
37.73,-105.51,053541,,CO,GREAT SAND DUNES NM,ALAMOSA,8183,-1,0.000,0.300,-1,-1,-1,-1,-1,0.000,2.000,0.000,0.000,-1,0.500,-1,0.000,0.000,1.500,0.000,0.000,-1,-1,0.100,-1,0.000,-1,-1,-1,-1,-1,0,4.4
37.43,-106.03,058860,,CO,WAVERLY 1W,ALAMOSA,7603,-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,-1,0.200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.2
37.31,-107.12,056263,,CO,PAGOSA SPRINGS 6 WNW,ARCHULETA,7776,0.000,-1,-1,-1,-1,-1,-1,-1,2.400,6.400,0.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8.8
37.38,-102.30,058793,WLSC,CO,WALSH 1 W,BACA,3978,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.500,-1,-1,-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,0,1.5
38.06,-102.93,054388,JMDC,CO,JOHN MARTIN DAM,BENT,3814,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1.4
39.99,-105.27,050848,BOUC,CO,BOULDER,BOULDER,5484,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,13.100,2.400,-1,0.000,0.000,0.000,10.400,3.500,5.500,1.100,0.000,0.000,0.000,4.100,7.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,47.6
39.94,-105.35,053629,GRRC,CO,GROSS RSVR,BOULDER,7970,0.000,-1,3.000,0.000,0.000,0.000,0.000,0.000,3.000,-1,0.000,0.000,0.000,0.000,1.000,12.000,0.000,7.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,33.0
38.82,-106.13,051071,BNVC,CO,BUENA VISTA 2S,CHAFFEE,7946,0.000,0.000,5.900,0.000,0.000,0.000,0.000,0.000,1.600,3.900,0.000,0.000,0.000,1.500,0.000,0.000,0.000,1.900,0.000,0.000,0.000,0.000,3.200,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0,18.3
38.82,-102.35,051564,CHYC,CO,CHEYENNE WELLS,CHEYENNE,4310,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,2.000,-1,-1,-1,-1,-1,0.000,0.000,0,2.5
38.89,-102.72,054606,KCCC,CO,KIT CARSON 9NNE,CHEYENNE,4610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.500,0.000,0.000,0.000,0.000,2.000,0.000,-1,0.000,0.000,0.000,-1,-1,0,6.5
38.90,-103.02,059058,,CO,WILD HORSE 6N,CHEYENNE,4720,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0,5.0
39.66,-105.71,051186,GCRC,CO,CABIN CREEK,CLEAR CREEK,10020,0.000,1.000,2.500,0.000,0.000,1.000,0.000,0.000,4.000,1.000,0.000,0.100,0.000,-1,2.000,13.000,0.000,6.000,0.000,0.000,1.000,1.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,42.6
39.71,-105.70,053261,GEOC,CO,GEORGETOWN,CLEAR CREEK,8520,0.000,0.500,0.900,0.000,0.000,0.000,0.000,0.200,2.400,0.500,0.000,0.200,0.000,4.600,2.700,11.400,0.500,2.500,0.000,0.000,0.800,1.600,7.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,36.1
38.75,-108.03,052196,DLTC,CO,DELTA 3E,DELTA,5027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,0.000,-1,0.000,0.000,0,1.8
38.85,-107.62,056306,,CO,PAONIA 1 SW,DELTA,5576,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,-1,0.000,-1,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0,4.0
39.73,-104.98,052213,,CO,DENVER 1 SW 7NEWS,DENVER,5249,0.000,-1,-1,-1,0.000,0.000,0.000,0.000,1.500,1.000,0.000,-1,0.000,0.000,0.000,8.000,-1,-1,-1,-1,-1,-1,3.500,0.000,0.000,0.000,-1,-1,-1,0.000,0,14.0
39.83,-104.66,052211,DEN,CO,DENVER INTL AP,DENVER,5414,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,6.000,-1,0.000,0.000,0.000,0.000,7.000,0.100,2.000,0.000,0.000,0.000,0.000,2.900,1.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,20.3
39.75,-104.94,052228,,CO,DENVER MUSEUM,DENVER,5307,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,8.500,0.000,1.000,0.000,-1,-1,0.000,2.500,2.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,16.1
39.73,-105.01,052223,DVNC,CO,DENVER WATER DEPT,DENVER,5228,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.100,0.800,0.000,0.000,0.000,0.000,0.000,6.800,0.000,1.400,0.000,0.000,0.000,0.000,2.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,12.7
39.76,-104.87,052220,DNR,CO,DENVER-STAPELTON,DENVER,5286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.600,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.400,0.000,0.000,0.000,0.000,3.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,10.9
39.62,-105.07,055402,LTLC,CO,MARSTON FLTR PLT,DENVER,5610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,2.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,6.5
39.51,-104.75,056323,PKKC,CO,PARKER,DOUGLAS,5904,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,0.000,0.000,0.000,3.800,1.500,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,10.8
39.43,-105.07,057249,ROXC,CO,ROXBOROUGH SP,DOUGLAS,6117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,7.000,0.000,0.000,0.000,0.000,-1,4.000,-1,8.400,0.000,0.000,0.000,0.000,6.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,33.9
39.43,-105.12,058022,,CO,STRONTIA SPRINGS DAM,DOUGLAS,5840,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,7.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,29.0
39.03,-104.80,050756,,CO,BLACK FOREST 6WNW,EL PASO,6957,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,1.600,0.700,0.100,0.000,0.000,0.200,0.000,0.200,0.000,6.000,0.000,0.000,0.000,0.000,1.900,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0,11.3
38.81,-104.69,051778,COS,CO,COLORADO SPGS MUNI AP,EL PASO,6181,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.100,0.000,0.000,0.000,0.000,1.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,3.6
38.93,-104.87,051781,,CO,COLORADO SPRINGS FS 18,EL PASO,6633,0.000,-1,0.000,0.000,-1,0.000,-1,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,-1,0.000,-1,1.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0,1.3
38.93,-104.75,051784,,CO,COLORADO SPRINGS FS 20,EL PASO,6718,-1,-1,-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,0.000,0.100,-1,1.300,-1,0.000,-1,0.000,0.800,-1,-1,-1,-1,-1,-1,-1,0,2.2
39.11,-104.60,052494,ESTC,CO,EASTONVILLE 2 NNW,EL PASO,7210,-1,0.100,0.400,-1,-1,-1,-1,-1,2.600,-1,0.200,0.000,-1,0.700,0.100,0.000,2.400,2.600,-1,-1,-1,0.000,3.200,-1,-1,-1,-1,-1,-1,-1,0,12.3
38.74,-104.40,052668,,CO,ELLICOTT 7S,EL PASO,5739,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.500,-1,-1,-1,-1,-1,-1,-1,0,0.5
38.86,-104.09,057287,RUSC,CO,RUSH 1N,EL PASO,6054,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.100,-1,0.000,-1,-1,-1,-1,-1,0.000,-1,-1,-1,-1,0.200,0.000,-1,-1,-1,-1,-1,-1,0,0.3
38.84,-104.97,057309,,CO,RUXTON PARK,EL PASO,9050,-1,-1,-1,-1,-1,-1,-1,1.000,-1,-1,-1,-1,1.700,-1,-1,-1,-1,1.100,-1,1.200,-1,3.000,2.000,-1,-1,-1,-1,-1,-1,-1,0,10.0
39.00,-103.74,055020,LMOC,CO,LIMON HASS RCH,ELBERT,5504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,4.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0,5.5
38.46,-105.23,051294,CTYC,CO,CANON CITY,FREMONT,5366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.500,0.000,0.000,0.000,0.000,1.400,1.500,0.000,0.000,0.000,0.000,0.000,0.000,0,7.4
39.50,-108.38,050214,ATBC,CO,ALTENBERN,GARFIELD,5677,0.000,0.000,0.000,0.000,0.000,-1,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.100,2.100,3.400,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,-1,0,5.6
39.56,-107.73,057033,,CO,RIFLE 3ENE,GARFIELD,5469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,-1,0.000,0.000,0.000,0.200,0.400,7.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,8.5
39.57,-107.23,057618,GWDC,CO,SHOSHONE,GARFIELD,5992,0.000,0.000,0.000,0.000,-1,-1,-1,0.000,-1,2.100,0.000,-1,-1,-1,-1,2.400,0.200,-1,0.000,-1,-1,-1,-1,0.000,-1,0.000,-1,-1,-1,0.000,0,4.7
39.94,-105.82,053116,,CO,FRASER,GRAND,8560,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.500,11.000,0.000,5.000,1.300,0.000,0.000,0.000,0.500,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,25.3
40.27,-105.83,053496,,CO,GRAND LAKE 1 NW,GRAND,8720,-1,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,-1,7.400,0.000,0.000,4.000,15.000,1.000,9.500,0.400,2.500,2.500,0.000,1.700,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,45.0
40.06,-106.37,054664,KMLC,CO,KREMMLING,GRAND,7460,0.000,0.000,-1,-1,-1,0.000,0.000,0.000,0.000,0.000,-1,-1,0.000,0.200,6.900,3.100,2.900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13.1
40.04,-106.20,059096,WIFC,CO,WILLIAMS FORK DAM,GRAND,7618,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,2.000,6.000,6.000,5.000,9.000,0.000,0.000,0.000,0.000,5.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0,33.5
39.87,-105.76,059175,,CO,WINTER PARK,GRAND,9108,0.000,0.000,0.000,0.000,0.000,2.000,-1,0.000,1.000,1.000,3.000,0.000,0.000,7.000,2.000,7.000,0.000,3.000,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,36.0
38.45,-106.76,051713,,CO,COCHETOPA CREEK,GUNNISON,8002,0.200,0.000,0.300,0.000,0.000,0.000,0.000,0.000,1.600,1.000,-1,0.000,0.000,2.200,0.000,0.000,0.000,0.100,0.000,0.000,0.100,0.000,1.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,7.4
38.87,-106.98,051959,CBUC,CO,CRESTED BUTTE,GUNNISON,8865,1.000,0.000,1.000,0.000,0.000,0.900,1.800,0.000,3.800,2.900,0.800,0.200,0.000,11.200,2.000,-1,2.300,0.000,0.000,0.500,3.300,2.000,1.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,35.3
38.53,-106.97,053662,GUNC,CO,GUNNISON 3SW,GUNNISON,7622,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.800,5.400,-1,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,-1,-1,-1,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,6.8
38.82,-106.61,058184,CRBC,CO,TAYLOR PARK,GUNNISON,9179,0.600,0.000,3.200,0.000,-1,1.200,-1,0.000,4.100,1.000,0.000,0.000,-1,9.600,2.000,0.000,-1,0.000,0.000,0.000,0.000,2.200,1.800,0.000,-1,-1,-1,-1,0.000,-1,0,25.7
37.63,-104.80,058781,WALC,CO,WALSENBURG 1 NW,HUERFANO,6300,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.500,0.000,0.000,-1,0.000,0.310,2.800,0.000,0.000,0.000,0.000,0.000,0.000,0,12.3
40.51,-106.01,053446,CSFC,CO,GOULD 4SE SFSP,JACKSON,9000,-1,0.000,0.000,2.000,0.000,-1,1.000,-1,-1,0.000,2.000,4.000,0.000,8.000,-1,-1,10.000,7.000,0.000,1.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,38.0
40.74,-106.28,058756,,CO,WALDEN,JACKSON,8056,0.000,0.200,0.000,0.100,0.000,0.000,0.700,0.000,0.200,0.500,0.700,0.100,0.000,3.000,7.400,2.000,4.300,4.700,0.500,0.000,0.400,0.800,4.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,30.5
39.22,-105.28,051528,CHEC,CO,CHEESMAN,JEFFERSON,6880,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,6.0
39.90,-105.38,051681,,CO,COAL CREEK CANYON,JEFFERSON,8950,2.100,3.400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,-1,-1,-1,-1,-1,-1,-1,0.000,0.400,0,5.9
39.64,-105.32,052790,EVGC,CO,EVERGREEN,JEFFERSON,6985,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,2.500,0.500,0.000,0.000,0.000,0.000,0.500,9.000,0.200,3.000,0.000,0.000,0.000,0.000,4.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,20.7
39.72,-105.25,053387,,CO,GOLDEN 3SW,JEFFERSON,7520,0.400,1.000,0.000,0.000,0.000,0.000,0.000,1.000,12.400,0.000,0.000,0.000,0.000,0.400,13.800,0.000,7.400,0.000,0.000,0.000,0.000,7.000,4.000,0.000,-1,-1,0.000,0.000,0.000,0.000,0,47.4
39.57,-105.22,054293,ITRC,CO,INTER CANYON,JEFFERSON,7040,0.000,0.200,0.300,0.000,0.000,0.000,0.000,0.000,6.000,3.500,0.000,0.000,0.000,0.200,1.000,9.000,0.200,9.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,34.4
39.75,-105.12,054762,LKWC,CO,LAKEWOOD,JEFFERSON,5640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,1.800,0.000,0.000,0.000,0.000,0.000,-1,4.000,3.000,0.000,0.000,0.000,0.000,6.000,2.000,0.000,0.000,-1,-1,0.000,2.000,0,24.8
39.83,-105.24,056816,GDNC,CO,RALSTON RSVR,JEFFERSON,5900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,2.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,2.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0,13.0
39.78,-105.12,058995,WGEC,CO,WHEAT RIDGE 2,JEFFERSON,5398,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.100,3.000,0.000,0.000,0.000,0.000,0.300,12.600,0.100,2.500,0.000,0.000,0.000,0.000,5.600,1.300,0.000,0.000,0.000,0.000,0.000,0.000,0,29.5
